,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature
10065,0,0,50,35,30,6.5623313406016335,300,25
10066,0,0,45,40,30,7.0,300,30
10067,0,0,55,40,29,7.0,300,30
10068,0,0,57,37,20,6.759419028563036,400,27
10069,0,0,52,30,25,6.0,300,20
10070,0,0,53,31,23,6.199501351935065,400,21
10071,0,0,40,39,20,6.9726191805889846,400,29
10072,0,0,58,36,20,6.66759862082295,400,26
10073,0,0,50,30,25,6.0,400,20
10074,0,0,40,35,29,6.502316011502302,300,25
10075,0,0,50,31,30,6.166749585845572,300,21
10076,0,0,41,38,21,6.8009156532045285,400,28
10077,0,0,52,30,20,6.0,300,20
10078,0,0,50,40,25,7.0,300,30
10079,0,0,55,33,30,6.326827002817019,300,23
10080,0,0,48,30,30,6.0,300,20
10081,0,0,51,33,30,6.368750624054874,300,23
10082,0,0,60,32,22,6.273891029555096,400,22
10083,0,0,58,40,26,7.0,300,30
10084,0,0,52,40,25,7.0,300,30
10085,0,0,45,40,29,7.0,300,30
10086,0,0,40,39,25,6.911806506746888,300,29
10087,0,0,52,35,30,6.5,300,25
10088,0,0,52,30,24,6.0,300,20
10089,0,0,49,40,20,7.0,400,30
10090,0,0,50,30,23,6.0,300,20
10091,0,0,42,37,20,6.709705824860978,400,27
10092,0,0,41,35,23,6.5,400,25
10093,0,0,59,30,30,6.006547228294167,300,20
10094,0,0,50,36,20,6.668231313991645,400,26
10095,0,0,59,40,30,7.0,300,30
10096,0,0,50,39,30,6.980535158734727,300,29
10097,0,0,55,40,25,7.0,300,30
10098,0,0,47,40,27,7.0,300,30
10099,0,0,49,35,20,6.5,400,25
10100,0,0,54,40,25,7.0,300,30
10101,0,0,44,40,20,7.0,400,30
10102,0,0,47,40,27,7.0,300,30
10103,0,0,59,30,30,6.033538238694214,300,20
10104,0,0,48,40,25,7.0,300,30
10105,0,0,51,31,30,6.104952796547793,300,21
10106,0,0,46,30,25,6.0,400,20
10107,0,0,60,40,28,7.0,300,30
10108,0,0,46,30,20,6.0,300,20
10109,0,0,40,30,20,6.0,300,20
10110,0,0,44,40,25,7.0,300,30
10111,0,0,52,30,20,6.0,300,20
10112,0,0,60,35,30,6.532854319714176,300,25
10113,0,0,46,35,21,6.5,400,25
10114,0,0,42,35,22,6.5,400,25
10115,0,0,42,35,22,6.5,400,25
10116,0,0,57,40,30,7.0,300,30
10117,0,0,44,35,25,6.5,400,25
10118,0,0,52,30,30,6.0,300,20
10119,0,0,40,35,24,6.577620122965357,400,25
10120,0,0,50,30,30,6.0,300,20
10121,0,0,44,30,30,6.0,300,20
10122,0,0,50,39,30,6.973057731066817,300,29
10123,0,0,56,40,25,7.0,300,30
10124,0,0,45,33,30,6.364627663428223,300,23
10125,0,0,56,30,23,6.0,300,20
10126,0,0,50,32,30,6.295632914450952,300,22
10127,0,0,45,30,25,6.012693177830172,400,20
10128,0,0,60,39,20,6.921923701316905,400,29
10129,0,0,52,30,20,6.0,300,20
10130,0,0,46,35,30,6.5,300,25
10131,0,0,55,30,25,6.0,400,20
10132,0,0,48,35,25,6.5,400,25
10133,0,0,53,31,30,6.115537398294036,300,21
10134,0,0,53,33,25,6.3359463717993645,400,23
10135,0,0,40,30,20,6.0,300,20
10136,0,0,60,39,30,6.947945709007713,300,29
10137,0,0,56,40,28,7.0,300,30
10138,0,0,49,35,30,6.5,300,25
10139,0,0,56,35,30,6.5,300,25
10140,0,0,57,40,25,7.0,300,30
10141,0,0,54,30,30,6.049720696379673,300,20
10142,0,0,53,30,25,6.0,400,20
10143,0,0,41,30,27,6.0,300,20
10144,0,0,44,35,20,6.572151765946857,400,25
10145,0,0,45,35,24,6.5,400,25
10146,0,0,46,40,28,7.0,300,30
10147,0,0,41,33,25,6.334042568285323,400,23
10148,0,0,58,38,30,6.897507852292089,300,28
10149,0,0,53,30,22,6.0,300,20
10150,0,0,45,40,25,7.0,300,30
10151,0,0,45,35,20,6.5,400,25
10152,0,0,54,40,29,7.0,300,30
10153,0,0,57,38,20,6.896056872426986,400,28
10154,0,0,60,39,30,6.98673389806309,300,29
10155,0,0,49,30,30,6.090717717544899,300,20
10156,0,0,60,32,30,6.291520780484846,300,22
10157,0,0,55,37,22,6.789287724703751,400,27
10158,0,0,50,40,20,7.0,400,30
10159,0,0,60,39,20,6.908721780869221,400,29
10160,0,0,45,40,28,7.0,300,30
10161,0,0,58,33,21,6.370288283284354,400,23
10162,0,0,45,38,30,6.810153795916366,300,28
10163,0,0,45,32,25,6.295147471257404,400,22
10164,0,0,53,40,28,7.0,300,30
10165,0,0,43,36,20,6.687925546075433,400,26
10166,0,0,50,35,22,6.5,400,25
10167,0,0,50,32,25,6.27602359042599,400,22
10168,0,0,47,40,25,7.0,300,30
10169,0,0,41,30,22,6.0,300,20
10170,0,0,45,30,29,6.0,300,20
10171,0,0,43,35,25,6.5,400,25
10172,0,0,54,30,30,6.070056587883227,300,20
10173,0,0,50,39,25,6.934233987948956,300,29
10174,0,0,60,32,22,6.256284400875243,400,22
10175,0,0,55,39,20,6.947276113447046,400,29
10176,0,0,45,33,30,6.399927627973658,300,23
10177,0,0,47,40,27,7.0,300,30
10178,0,0,50,40,29,7.0,300,30
10179,0,0,51,40,25,7.0,300,30
10180,0,0,42,30,20,6.0,300,20
10181,0,0,53,40,20,7.0,400,30
10182,0,0,45,31,23,6.128943842716601,400,21
10183,0,0,40,30,28,6.0,300,20
10184,0,0,45,35,20,6.5,400,25
10185,0,0,45,35,20,6.507798909648224,400,25
10186,0,0,50,37,20,6.737154908848657,400,27
10187,0,0,50,30,30,6.085839642924152,300,20
10188,0,0,50,38,21,6.863846336740315,400,28
10189,0,0,60,40,25,7.0,300,30
10190,0,0,55,34,30,6.4571494032802494,300,24
10191,0,0,45,35,20,6.5,400,25
10192,0,0,60,32,30,6.288258237757127,300,22
10193,0,0,53,40,20,7.0,400,30
10194,0,0,52,30,20,6.0,300,20
10195,0,0,60,31,23,6.174289805824068,400,21
10196,0,0,44,34,30,6.414870901853601,300,24
10197,0,0,57,31,23,6.103210635880302,400,21
10198,0,0,55,40,25,7.0,300,30
10199,0,0,49,40,25,7.0,300,30
10200,0,0,45,40,25,7.0,300,30
10201,0,0,50,40,20,7.0,400,30
10202,0,0,50,32,30,6.2012934489148455,300,22
10203,0,0,45,36,28,6.699741569783173,300,26
10204,0,0,46,30,26,6.0,300,20
10205,0,0,45,34,20,6.412314360688275,400,24
10206,0,0,40,34,30,6.45720597296248,300,24
10207,0,0,52,30,24,6.0,300,20
10208,0,0,56,40,30,7.0,300,30
10209,0,0,47,35,22,6.5,400,25
10210,0,0,54,30,20,6.0,300,20
10211,0,0,49,40,25,7.0,300,30
10212,0,0,40,36,28,6.6309831917868145,300,26
10213,0,0,44,34,30,6.458600666037436,300,24
10214,0,0,51,40,30,7.0,300,30
10215,0,0,48,35,25,6.5,400,25
10216,0,0,43,40,25,7.0,300,30
10217,0,0,53,30,25,6.0,400,20
10218,0,0,60,38,26,6.822163641767525,300,28
10219,0,0,53,35,30,6.5,300,25
10220,0,0,53,31,30,6.148560857811588,300,21
10221,0,0,57,30,25,6.0,300,20
10222,0,0,45,30,20,6.0,300,20
10223,0,0,55,30,26,6.0,300,20
10224,0,0,45,35,20,6.531585130337621,400,25
10225,0,0,45,33,30,6.366286048605125,300,23
10226,0,0,48,31,30,6.107470189295379,300,21
10227,0,0,59,30,25,6.015591567530643,400,20
10228,0,0,41,40,25,7.0,300,30
10229,0,0,50,30,20,6.0,300,20
10230,0,0,55,40,25,7.0,300,30
10231,0,0,45,40,20,7.0,400,30
10232,0,0,52,32,22,6.298421424458445,400,22
10233,0,0,41,31,30,6.16712194540848,300,21
10234,0,0,48,33,25,6.385456101872911,400,23
10235,0,0,60,40,25,7.0,300,30
10236,0,0,49,40,25,7.0,300,30
10237,0,0,60,31,30,6.135905621898198,300,21
10238,0,0,52,37,22,6.752254341896901,400,27
10239,0,0,58,30,25,6.0,400,20
10240,0,0,40,32,30,6.217413669301873,300,22
10241,0,0,58,40,28,7.0,300,30
10242,0,0,45,40,25,7.0,300,30
10243,0,0,50,35,23,6.5,400,25
10244,0,0,53,38,20,6.847348235427213,400,28
10245,0,0,43,40,28,7.0,300,30
10246,0,0,47,40,25,7.0,300,30
10247,0,0,60,31,23,6.180486948470014,400,21
10248,0,0,44,35,30,6.5,300,25
10249,0,0,50,30,30,6.0,300,20
10250,0,0,55,30,30,6.0,300,20
10251,0,0,49,40,30,7.0,300,30
10252,0,0,52,32,25,6.2230028864789775,400,22
10253,0,0,50,35,30,6.59256646441931,300,25
10254,0,0,52,37,20,6.7290495263108205,400,27
10255,0,0,59,30,25,6.0,400,20
10256,0,0,41,40,26,7.0,300,30
10257,0,0,49,30,25,6.0,400,20
10258,0,0,48,35,23,6.5,400,25
10259,0,0,60,40,26,7.0,300,30
10260,0,0,55,40,29,7.0,300,30
10261,0,0,43,35,25,6.5,400,25
10262,0,0,55,35,20,6.5,400,25
10263,0,0,48,38,20,6.889395279090198,400,28
10264,0,0,49,40,29,7.0,300,30
10265,0,0,50,40,20,7.0,400,30
10266,0,0,60,35,29,6.519713405684253,300,25
10267,0,0,43,31,25,6.147212413742156,400,21
10268,0,0,49,35,24,6.5,400,25
10269,0,0,50,35,30,6.5,300,25
10270,0,0,60,37,27,6.716027384723685,300,27
10271,0,0,45,35,20,6.542255851205979,400,25
10272,0,0,45,40,25,7.0,300,30
10273,0,0,58,38,30,6.84871013362342,300,28
10274,0,0,41,30,22,6.0,300,20
10275,0,0,59,34,30,6.462198097688265,300,24
10276,0,0,55,34,30,6.485529122582684,300,24
10277,0,0,59,40,30,7.0,300,30
10278,0,0,57,40,27,7.0,300,30
10279,0,0,45,30,25,6.068978674505344,400,20
10280,0,0,49,35,24,6.5,400,25
10281,0,0,56,31,30,6.1595502366216275,300,21
10282,0,0,51,30,30,6.0,300,20
10283,0,0,45,39,25,6.981496182642253,300,29
10284,0,0,47,35,22,6.5,400,25
10285,0,0,56,40,25,7.0,300,30
10286,0,0,55,30,30,6.0,300,20
10287,0,0,44,35,30,6.5,300,25
10288,0,0,48,35,23,6.5,400,25
10289,0,0,45,33,30,6.330062518115967,300,23
10290,0,0,48,30,25,6.0,400,20
10291,0,0,60,39,30,6.967321829600529,300,29
10292,0,0,45,33,25,6.342354831084695,400,23
10293,0,0,47,35,30,6.5,300,25
10294,0,0,48,40,26,7.0,300,30
10295,0,0,43,30,23,6.0,300,20
10296,0,0,55,31,30,6.187054311781496,300,21
10297,0,0,55,39,20,6.942988874118093,400,29
10298,0,0,53,38,20,6.807931594091152,400,28
10299,0,0,45,40,26,7.0,300,30
10300,0,0,40,40,20,7.0,400,30
10301,0,0,51,34,25,6.4350494369504645,400,24
10302,0,0,59,30,30,6.010634705425193,300,20
10303,0,0,44,35,20,6.5626491636579,400,25
10304,0,0,47,40,27,7.0,300,30
10305,0,0,55,40,20,7.0,400,30
10306,0,0,58,40,30,7.0,300,30
10307,0,0,49,30,30,6.0,300,20
10308,0,0,45,35,21,6.5,400,25
10309,0,0,40,30,22,6.0,300,20
10310,0,0,42,37,20,6.799034543195379,400,27
10311,0,0,45,30,20,6.0,300,20
10312,0,0,43,31,30,6.186247268390815,300,21
10313,0,0,50,34,25,6.43683855709317,400,24
10314,0,0,45,34,25,6.492041734599647,400,24
10315,0,0,43,31,25,6.115863293067741,400,21
10316,0,0,52,40,20,7.0,400,30
10317,0,0,47,30,30,6.0,300,20
10318,0,0,52,40,25,7.0,300,30
10319,0,0,48,35,30,6.5,300,25
10320,0,0,45,39,30,6.944762943434303,300,29
10321,0,0,58,30,26,6.0,300,20
10322,0,0,56,35,30,6.5,300,25
10323,0,0,53,38,21,6.851845939772005,400,28
10324,0,0,48,35,23,6.5,400,25
10325,0,0,59,40,25,7.0,300,30
10326,0,0,59,35,20,6.5,400,25
10327,0,0,50,35,24,6.506138805131984,400,25
10328,0,0,40,37,22,6.786113433132069,400,27
10329,0,0,51,31,30,6.192163323579841,300,21
10330,0,0,58,40,26,7.0,300,30
10331,0,0,51,40,28,7.0,300,30
10332,0,0,45,40,25,7.0,300,30
10333,0,0,46,33,30,6.393172507207776,300,23
10334,0,0,40,35,29,6.5447055011561295,300,25
10335,0,0,47,30,20,6.0,300,20
10336,0,0,50,34,20,6.439559153781082,400,24
10337,0,0,44,35,24,6.527633988854295,400,25
10338,0,0,57,40,30,7.0,300,30
10339,0,0,43,36,23,6.693294305394646,400,26
10340,0,0,49,35,20,6.5,400,25
10341,0,0,59,40,30,7.0,300,30
10342,0,0,58,36,20,6.615835850691722,400,26
10343,0,0,40,40,25,7.0,300,30
10344,0,0,51,33,30,6.324823324496184,300,23
10345,0,0,43,30,20,6.0,300,20
10346,0,0,57,30,30,6.0,300,20
10347,0,0,58,36,20,6.615334905858879,400,26
10348,0,0,60,35,20,6.588264016002754,400,25
10349,0,0,42,30,20,6.0,300,20
10350,0,0,45,30,30,6.0,300,20
10351,0,0,50,33,30,6.389792236783377,300,23
10352,0,0,60,33,30,6.3249373704166345,300,23
10353,0,0,45,30,30,6.028921338281698,300,20
10354,0,0,55,40,25,7.0,300,30
10355,0,0,50,34,30,6.441892942481713,300,24
10356,0,0,59,40,25,7.0,300,30
10357,0,0,49,35,25,6.5,400,25
10358,0,0,45,30,25,6.086947624609744,400,20
10359,0,0,50,31,30,6.198121009451329,300,21
10360,0,0,40,33,30,6.379119237852046,300,23
10361,0,0,55,31,30,6.151989690973104,300,21
10362,0,0,49,30,30,6.0,300,20
10363,0,0,50,40,20,7.0,400,30
10364,0,0,51,40,20,7.0,400,30
10365,0,0,46,31,25,6.111908807411312,400,21
10366,0,0,42,40,25,7.0,300,30
10367,0,0,57,32,30,6.296469967420852,300,22
10368,0,0,52,37,20,6.790043103918905,400,27
10369,0,0,55,40,25,7.0,300,30
10370,0,0,40,35,25,6.5,400,25
10371,0,0,50,33,25,6.367199978705647,400,23
10372,0,0,40,35,24,6.5647574606414025,400,25
10373,0,0,49,40,25,7.0,300,30
10374,0,0,55,30,29,6.0,300,20
10375,0,0,55,39,30,6.931063808632725,300,29
10376,0,0,54,30,30,6.0,300,20
10377,0,0,46,36,20,6.672379009680489,400,26
10378,0,0,57,30,25,6.0,400,20
10379,0,0,45,35,20,6.5,400,25
10380,0,0,52,32,30,6.204226606535349,300,22
10381,0,0,51,36,20,6.686344258506157,400,26
10382,0,0,58,38,30,6.870123108119837,300,28
10383,0,0,45,36,28,6.638289943155708,300,26
10384,0,0,55,30,25,6.0,400,20
10385,0,0,54,30,20,6.0,300,20
10386,0,0,60,36,20,6.610091600974906,400,26
10387,0,0,46,36,20,6.658370618170202,400,26
10388,0,0,50,40,25,7.0,300,30
10389,0,0,44,30,28,6.0,300,20
10390,0,0,44,40,25,7.0,300,30
10391,0,0,57,35,30,6.5,300,25
10392,0,0,52,30,25,6.0,400,20
10393,0,0,45,30,20,6.0,300,20
10394,0,0,50,38,20,6.8260953960489035,400,28
10395,0,0,60,33,21,6.339008076279532,400,23
10396,0,0,52,40,30,7.0,300,30
10397,0,0,42,40,20,7.0,400,30
10398,0,0,40,39,25,6.939314993177579,300,29
10399,0,0,51,40,25,7.0,300,30
10400,0,0,41,35,25,6.5,400,25
10401,0,0,50,30,25,6.0747091354528795,400,20
10402,0,0,44,30,30,6.066352899520099,300,20
10403,0,0,42,40,20,7.0,400,30
10404,0,0,50,35,20,6.5,400,25
10405,0,0,53,36,20,6.651264269165358,400,26
10406,0,0,53,40,20,7.0,400,30
10407,0,0,43,30,20,6.0,300,20
10408,0,0,46,30,27,6.0,300,20
10409,0,0,50,35,20,6.5,400,25
10410,0,0,45,40,29,7.0,300,30
10411,0,0,44,35,20,6.5,400,25
10412,0,0,60,30,24,6.01462364151728,400,20
10413,0,0,40,30,30,6.087091624717619,300,20
10414,0,0,40,34,25,6.435565066263277,400,24
10415,0,0,43,38,20,6.832440572870429,400,28
10416,0,0,53,30,20,6.0,300,20
10417,0,0,55,35,30,6.580379948024154,300,25
10418,0,0,45,35,20,6.5,400,25
10419,0,0,48,40,25,7.0,300,30
10420,0,0,40,30,24,6.0,300,20
10421,0,0,54,40,20,7.0,400,30
10422,0,0,47,40,20,7.0,400,30
10423,0,0,43,35,30,6.5,300,25
10424,0,0,50,34,20,6.490593089013712,400,24
10425,0,0,50,40,26,7.0,300,30
10426,0,0,41,30,20,6.0,300,20
10427,0,0,45,31,23,6.182997148450195,400,21
10428,0,0,45,30,25,6.0,300,20
10429,0,0,48,33,25,6.389922697575572,400,23
10430,0,0,40,39,25,6.946509680586521,300,29
10431,0,0,60,38,30,6.880513951251014,300,28
10432,0,0,47,30,20,6.0,300,20
10433,0,0,55,40,25,7.0,300,30
10434,0,0,53,38,21,6.829063916980657,400,28
10435,0,0,48,33,25,6.316310946566974,400,23
10436,0,0,44,30,29,6.0,300,20
10437,0,0,45,40,30,7.0,300,30
10438,0,0,50,40,20,7.0,400,30
10439,0,0,53,40,20,7.0,400,30
10440,0,0,45,40,30,7.0,300,30
10441,0,0,48,40,25,7.0,300,30
10442,0,0,55,40,28,7.0,300,30
10443,0,0,40,30,30,6.0,300,20
10444,0,0,45,40,27,7.0,300,30
10445,0,0,56,40,28,7.0,300,30
10446,0,0,46,30,20,6.0,300,20
10447,0,0,44,35,30,6.5,300,25
10448,0,0,45,40,30,7.0,300,30
10449,0,0,60,40,29,7.0,300,30
10450,0,0,50,34,30,6.484438927642846,300,24
10451,0,0,60,31,23,6.125174084128537,400,21
10452,0,0,50,40,25,7.0,300,30
10453,0,0,43,36,20,6.620868402035489,400,26
10454,0,0,50,30,20,6.0,300,20
10455,0,0,55,30,25,6.0,400,20
10456,0,0,48,40,28,7.0,300,30
10457,0,0,47,40,25,7.0,300,30
10458,0,0,46,33,25,6.385203708903896,400,23
10459,0,0,53,40,20,7.0,400,30
10460,0,0,42,30,24,6.0,300,20
10461,0,0,57,40,20,7.0,400,30
10462,0,0,44,30,30,6.0,300,20
10463,0,0,52,35,30,6.5,300,25
10464,0,0,52,40,27,7.0,300,30
10465,0,0,45,34,25,6.418188089404166,400,24
10466,0,0,51,33,25,6.397404774374965,400,23
10467,0,0,43,36,23,6.653158887109256,400,26
10468,0,0,56,40,25,7.0,300,30
10469,0,0,45,30,24,6.041190522807922,400,20
10470,0,0,60,38,26,6.8402496510373565,300,28
10471,0,0,51,40,25,7.0,300,30
10472,0,0,51,35,30,6.5,300,25
10473,0,0,50,30,30,6.024568218874795,300,20
10474,0,0,45,30,30,6.07552894589045,300,20
10475,0,0,50,37,22,6.783832599478699,400,27
10476,0,0,45,30,29,6.0,300,20
10477,0,0,42,35,30,6.5,300,25
10478,0,0,58,30,25,6.0,400,20
10479,0,0,53,30,23,6.0,300,20
10480,0,0,53,31,25,6.137107601174335,400,21
10481,0,0,45,39,30,6.991988823979914,300,29
10482,0,0,47,37,20,6.795332996842479,400,27
10483,0,0,60,39,25,6.947049601839567,300,29
10484,0,0,46,30,30,6.0,300,20
10485,0,0,41,33,30,6.3934476479874585,300,23
10486,0,0,45,30,25,6.0,400,20
10487,0,0,55,40,26,7.0,300,30
10488,0,0,58,36,20,6.684263171861881,400,26
10489,0,0,40,30,20,6.0,300,20
10490,0,0,57,30,25,6.0,400,20
10491,0,0,45,35,20,6.5,400,25
10492,0,0,60,30,24,6.092762757851561,400,20
10493,0,0,60,40,29,7.0,300,30
10494,0,0,43,36,23,6.61170157360413,400,26
10495,0,0,51,36,23,6.614539077677974,400,26
10496,0,0,45,35,20,6.5,400,25
10497,0,0,46,40,28,7.0,300,30
10498,0,0,45,40,28,7.0,300,30
10499,0,0,40,35,24,6.565622438841194,400,25
10500,0,0,55,40,30,7.0,300,30
10501,0,0,45,30,25,6.0,400,20
10502,0,0,56,31,23,6.191674842739631,400,21
10503,0,0,42,40,20,7.0,400,30
10504,0,0,42,37,20,6.759238824243725,400,27
10505,0,0,45,30,20,6.0,300,20
10506,0,0,50,40,20,7.0,400,30
10507,0,0,46,35,30,6.5,300,25
10508,0,0,57,30,25,6.0,300,20
10509,0,0,48,40,28,7.0,300,30
10510,0,0,52,35,30,6.5,300,25
10511,0,0,50,30,30,6.032104468537567,300,20
10512,0,0,52,35,30,6.5,300,25
10513,0,0,60,33,21,6.3655032977824515,400,23
10514,0,0,46,31,25,6.1012204496814055,400,21
10515,0,0,50,40,26,7.0,300,30
10516,0,0,44,35,25,6.5,400,25
10517,0,0,40,40,25,7.0,300,30
10518,0,0,44,34,30,6.4637765561027205,300,24
10519,0,0,51,30,25,6.0,400,20
10520,0,0,57,32,30,6.239969417358561,300,22
10521,0,0,51,33,25,6.300010274059652,400,23
10522,0,0,40,30,27,6.0,300,20
10523,0,0,51,40,25,7.0,300,30
10524,0,0,40,40,25,7.0,300,30
10525,0,0,41,30,30,6.0,300,20
10526,0,0,55,35,30,6.519809412674179,300,25
10527,0,0,42,35,25,6.5,400,25
10528,0,0,40,30,30,6.052465089209088,300,20
10529,0,0,53,40,20,7.0,400,30
10530,0,0,54,40,29,7.0,300,30
10531,0,0,40,35,24,6.5,400,25
10532,0,0,42,40,25,7.0,300,30
10533,0,0,43,36,20,6.6909221328409405,400,26
10534,0,0,55,33,30,6.351232485272052,300,23
10535,0,0,57,40,27,7.0,300,30
10536,0,0,54,30,30,6.004885423709592,300,20
10537,0,0,43,40,28,7.0,300,30
10538,0,0,52,40,27,7.0,300,30
10539,0,0,55,30,20,6.0,300,20
10540,0,0,48,35,25,6.5,400,25
10541,0,0,59,40,25,7.0,300,30
10542,0,0,50,40,30,7.0,300,30
10543,0,0,55,40,28,7.0,300,30
10544,0,0,45,35,30,6.56635787702153,300,25
10545,0,0,57,35,30,6.5,300,25
10546,0,0,56,40,26,7.0,300,30
10547,0,0,46,30,20,6.0,300,20
10548,0,0,42,38,20,6.899924877877595,400,28
10549,0,0,55,35,30,6.5837412911295345,300,25
10550,0,0,48,40,20,7.0,400,30
10551,0,0,58,38,30,6.818215124771818,300,28
10552,0,0,45,35,21,6.5,400,25
10553,0,0,40,39,25,6.984206927587179,300,29
10554,0,0,40,35,30,6.5,300,25
10555,0,0,54,30,20,6.0,300,20
10556,0,0,54,40,20,7.0,400,30
10557,0,0,45,31,30,6.1454697402745415,300,21
10558,0,0,50,34,30,6.435484561873043,300,24
10559,0,0,60,33,30,6.357043466066214,300,23
10560,0,0,51,30,30,6.0,300,20
10561,0,0,60,40,26,7.0,300,30
10562,0,0,51,40,25,7.0,300,30
10563,0,0,40,34,30,6.459942576807663,300,24
10564,0,0,44,30,28,6.0,300,20
10565,0,0,54,35,20,6.5,400,25
10566,0,0,40,35,24,6.591351115018753,400,25
10567,0,0,60,37,30,6.72615914225915,300,27
10568,0,0,51,33,25,6.321788847598262,400,23
10569,0,0,45,37,30,6.763201330468057,300,27
10570,0,0,52,30,25,6.0,400,20
10571,0,0,50,35,29,6.540814991015295,300,25
10572,3,1,24,35,19,6.5,800,25
10573,4,6,30,59,25,6.5,700,30
10574,0,4,39,20,20,6.0,500,25
10575,2,4,40,26,30,6.12895141352247,300,26
10576,0,4,35,30,25,7.0,600,35
10577,4,6,38,50,25,6.5,700,30
10578,0,4,40,25,20,6.535312005436207,500,30
10579,1,4,50,37,20,6.0,600,32
10580,2,4,42,27,22,6.28580634473495,400,27
10581,3,1,30,35,18,6.5,800,25
10582,3,4,28,37,23,6.384746466595969,700,27
10583,2,4,45,20,21,5.5,300,20
10584,2,4,48,28,20,6.338160381797878,400,28
10585,0,4,37,22,25,6.287281780691791,600,27
10586,4,6,30,42,30,7.0,800,35
10587,0,4,37,20,25,6.0,600,25
10588,4,6,39,44,20,6.0,600,25
10589,1,4,51,35,25,6.5,700,30
10590,1,4,57,40,20,6.0,600,35
10591,4,6,37,40,20,6.0,600,25
10592,4,6,40,55,20,6.0,600,25
10593,2,4,40,20,24,5.5,300,20
10594,2,4,50,27,30,6.266294716275793,300,27
10595,3,1,25,30,20,6.025911768411214,700,20
10596,4,6,38,51,30,7.0,800,35
10597,4,6,35,49,25,6.5,700,30
10598,4,6,39,40,20,6.0,600,25
10599,4,6,39,50,25,6.5,700,30
10600,4,6,36,58,25,6.5,700,30
10601,0,4,34,20,25,6.0,600,25
10602,4,6,36,50,30,7.0,800,35
10603,0,4,33,26,25,6.659248638888036,600,31
10604,3,1,27,40,20,7.0,900,30
10605,4,6,32,57,30,7.0,800,35
10606,4,6,30,42,30,7.0,800,35
10607,4,6,35,50,20,6.0,600,25
10608,4,6,36,50,25,6.5,700,30
10609,4,6,35,45,20,6.0,600,25
10610,0,4,30,24,20,6.415309703893865,500,29
10611,4,6,39,44,20,6.0,600,25
10612,3,1,30,35,15,6.5,800,25
10613,3,4,30,37,23,6.365433737601822,700,27
10614,3,1,24,40,20,7.0,900,30
10615,4,6,30,59,30,7.0,800,35
10616,2,4,44,29,30,6.466751866316612,300,29
10617,4,6,35,48,25,6.5,700,30
10618,1,4,60,32,20,6.0,600,27
10619,4,6,38,55,20,6.0,600,25
10620,1,4,59,35,25,6.5,700,30
10621,4,6,32,56,20,6.0,600,25
10622,4,6,35,57,30,7.0,800,35
10623,4,6,39,50,25,6.5,700,30
10624,2,4,49,20,25,5.5,400,20
10625,4,6,39,44,20,6.0,600,25
10626,3,1,28,40,20,7.0,900,30
10627,4,6,35,45,20,6.0,600,25
10628,2,4,40,23,30,5.820584757938248,300,23
10629,4,6,30,50,30,7.0,800,35
10630,2,4,45,21,25,5.696222553711317,400,21
10631,2,4,50,20,30,5.591700280264211,300,20
10632,1,4,50,37,25,6.5,700,32
10633,2,4,43,25,20,6.0,400,25
10634,0,4,37,20,20,6.0,500,25
10635,3,1,26,30,20,6.0,700,20
10636,4,6,30,58,30,7.0,800,35
10637,4,6,37,40,20,6.0,600,25
10638,2,4,46,30,20,6.5,400,30
10639,2,4,49,30,30,6.5,300,30
10640,2,4,46,30,26,6.5,300,30
10641,3,1,25,35,17,6.5,800,25
10642,0,4,35,25,25,6.546763944517727,600,30
10643,0,4,38,23,25,6.312118997956996,600,28
10644,1,4,55,35,25,6.5,700,30
10645,4,6,35,40,25,6.5,700,30
10646,4,6,30,46,30,7.0,800,35
10647,3,2,31,33,21,6.167452807328543,700,23
10648,0,4,38,20,20,6.069636036331693,500,25
10649,0,4,33,25,20,6.5,500,30
10650,4,6,36,41,20,6.0,600,25
10651,3,1,25,40,15,7.0,900,30
10652,4,6,30,55,25,6.5,700,30
10653,0,4,36,23,20,6.394298605612265,500,28
10654,1,4,54,39,25,6.5,700,34
10655,3,1,26,40,16,7.0,900,30
10656,3,1,21,30,16,6.0,700,20
10657,2,4,41,25,21,6.0,400,25
10658,0,4,30,24,25,6.4832337826321105,600,29
10659,0,4,32,22,25,6.284944842435658,600,27
10660,2,4,50,21,23,5.618770657129655,400,21
10661,4,6,35,49,20,6.0,600,25
10662,4,6,38,40,25,6.5,700,30
10663,2,4,41,20,30,5.5,300,20
10664,4,6,30,44,30,7.0,800,35
10665,1,4,54,35,25,6.5,700,30
10666,4,6,34,59,30,7.0,800,35
10667,4,6,31,41,30,7.0,800,35
10668,4,6,35,58,30,7.0,800,35
10669,2,4,40,30,29,6.5,300,30
10670,0,4,38,26,25,6.6146256976163205,600,31
10671,4,6,30,58,30,7.0,800,35
10672,3,1,28,40,16,7.0,900,30
10673,3,1,28,35,20,6.5,800,25
10674,4,6,35,58,30,7.0,800,35
10675,4,6,32,57,25,6.5,700,30
10676,3,1,22,30,16,6.0,700,20
10677,4,6,38,48,25,6.5,700,30
10678,3,1,30,31,20,6.090798858400713,700,21
10679,4,6,30,50,30,7.0,800,35
10680,3,1,20,40,17,7.0,900,30
10681,0,4,37,25,25,6.5,600,30
10682,4,6,35,50,20,6.0,600,25
